EmployeeID,FirstName,LastName,FullName,Gender,Email,Phone,StoreID,Department,JobTitle,HireDate,Salary,EmploymentType,IsActive
EMP-00346,Saad,Al-Anazi,Saad Al-Anazi,M,saad.alanazi718@srg.com.sa,+966599254323,SRG-015,Cashier,Head Cashier,2023-10-15,7229,Full-Time,1
EMP-00347,Saad,Al-Otaibi,Saad Al-Otaibi,M,saad.alotaibi129@srg.com.sa,+966571137641,SRG-015,IT Support,IT Technician,2018-02-10,4102,Full-Time,1
EMP-00348,Majed,Al-Mutairi,Majed Al-Mutairi,M,majed.almutairi714@srg.com.sa,+966506540652,SRG-016,Security,Security Supervisor,2020-08-12,23194,Full-Time,1
EMP-00349,Sultan,Al-Juhani,Sultan Al-Juhani,M,sultan.aljuhani918@srg.com.sa,+966547401806,SRG-016,Maintenance,Maintenance Technician,2024-08-06,3787,Full-Time,1
EMP-00350,Hassan,Al-Juhani,Hassan Al-Juhani,M,hassan.aljuhani534@srg.com.sa,+966538932696,SRG-016,HR,HR Manager,2016-04-15,11078,Part-Time,0
EMP-00351,Bayan,Al-Zahrani,Bayan Al-Zahrani,F,bayan.alzahrani493@srg.com.sa,+966544334029,SRG-016,Inventory,Stock Clerk,2024-09-04,4037,Full-Time,1
EMP-00352,Fahad,Al-Shehri,Fahad Al-Shehri,M,fahad.alshehri599@srg.com.sa,+966517640561,SRG-016,Maintenance,Maintenance Supervisor,2016-03-26,17047,Full-Time,1
EMP-00353,Talal,Al-Mutawa,Talal Al-Mutawa,M,talal.almutawa512@srg.com.sa,+966516677780,SRG-016,HR,HR Manager,2021-02-08,13167,Full-Time,1
EMP-00354,Ghada,Al-Dosari,Ghada Al-Dosari,F,ghada.aldosari572@srg.com.sa,+966558360481,SRG-016,IT Support,IT Technician,2018-08-08,4297,Full-Time,1
EMP-00355,Hana,Al-Bassam,Hana Al-Bassam,F,hana.albassam573@srg.com.sa,+966549222379,SRG-016,Inventory,Warehouse Supervisor,2016-08-23,22336,Full-Time,1
EMP-00356,Badr,Al-Bishi,Badr Al-Bishi,M,badr.albishi614@srg.com.sa,+966583690116,SRG-016,Security,Loss Prevention Officer,2023-05-28,6405,Full-Time,1
EMP-00357,Yousef,Al-Anazi,Yousef Al-Anazi,M,yousef.alanazi389@srg.com.sa,+966521314067,SRG-016,Management,Regional Manager,2023-01-25,24579,Contract,1
EMP-00358,Omar,Al-Bassam,Omar Al-Bassam,M,omar.albassam700@srg.com.sa,+966573585897,SRG-016,Cashier,Head Cashier,2024-07-07,9293,Contract,1
EMP-00359,Amal,Al-Khaldi,Amal Al-Khaldi,F,amal.alkhaldi45@srg.com.sa,+966523997061,SRG-016,Security,Security Guard,2017-09-22,3273,Full-Time,1
EMP-00360,Majed,Al-Mutairi,Majed Al-Mutairi,M,majed.almutairi674@srg.com.sa,+966579821818,SRG-016,Cashier,Cashier,2025-11-27,4591,Contract,0
EMP-00361,Aisha,Al-Bishi,Aisha Al-Bishi,F,aisha.albishi951@srg.com.sa,+966518852729,SRG-016,Customer Service,Service Manager,2017-01-07,24102,Full-Time,1
EMP-00362,Manal,Al-Bishi,Manal Al-Bishi,F,manal.albishi855@srg.com.sa,+966542307538,SRG-016,Sales Floor,Department Supervisor,2024-01-24,10306,Full-Time,1
EMP-00363,Fahad,Al-Bassam,Fahad Al-Bassam,M,fahad.albassam584@srg.com.sa,+966527965641,SRG-016,Customer Service,Service Manager,2022-04-07,16151,Full-Time,0
EMP-00364,Rasha,Al-Khalifa,Rasha Al-Khalifa,F,rasha.alkhalifa517@srg.com.sa,+966553653760,SRG-016,Maintenance,Maintenance Technician,2018-03-18,4644,Contract,1
EMP-00365,Bayan,Al-Bishi,Bayan Al-Bishi,F,bayan.albishi649@srg.com.sa,+966566426605,SRG-016,Security,Loss Prevention Officer,2021-06-14,6130,Contract,1
EMP-00366,Hassan,Al-Juhani,Hassan Al-Juhani,M,hassan.aljuhani983@srg.com.sa,+966561003282,SRG-016,IT Support,Systems Administrator,2020-06-15,4832,Full-Time,1
EMP-00367,Sami,Al-Dosari,Sami Al-Dosari,M,sami.aldosari23@srg.com.sa,+966549577712,SRG-016,Management,Store Manager,2020-04-07,18318,Contract,1
EMP-00368,Fahad,Al-Otaibi,Fahad Al-Otaibi,M,fahad.alotaibi911@srg.com.sa,+966595191903,SRG-016,HR,Recruiter,2018-03-09,4503,Full-Time,1
EMP-00369,Talal,Al-Malki,Talal Al-Malki,M,talal.almalki495@srg.com.sa,+966529191918,SRG-017,Marketing,Visual Merchandiser,2017-12-11,6247,Contract,1
EMP-00370,Aisha,Al-Bassam,Aisha Al-Bassam,F,aisha.albassam357@srg.com.sa,+966567988074,SRG-017,Marketing,Social Media Specialist,2017-01-25,4369,Full-Time,1
EMP-00371,Saud,Al-Juhani,Saud Al-Juhani,M,saud.aljuhani553@srg.com.sa,+966593509536,SRG-017,Maintenance,Maintenance Technician,2020-09-02,4307,Full-Time,1
EMP-00372,Saad,Al-Otaibi,Saad Al-Otaibi,M,saad.alotaibi228@srg.com.sa,+966565861752,SRG-017,Maintenance,Maintenance Supervisor,2025-10-17,10951,Part-Time,1
EMP-00373,Omar,Al-Qahtani,Omar Al-Qahtani,M,omar.alqahtani409@srg.com.sa,+966588289551,SRG-017,HR,HR Coordinator,2024-07-09,3348,Full-Time,1
EMP-00374,Samar,Al-Mutairi,Samar Al-Mutairi,F,samar.almutairi754@srg.com.sa,+966585131319,SRG-017,HR,Training Officer,2025-04-18,5523,Full-Time,1
EMP-00375,Shaima,Al-Suwailem,Shaima Al-Suwailem,F,shaima.alsuwailem424@srg.com.sa,+966567128174,SRG-017,Security,Loss Prevention Officer,2025-02-04,5751,Full-Time,1
EMP-00376,Hana,Al-Mahmoud,Hana Al-Mahmoud,F,hana.almahmoud639@srg.com.sa,+966528389750,SRG-017,Sales Floor,Department Supervisor,2018-06-20,22490,Full-Time,1
EMP-00377,Mishari,Al-Bishi,Mishari Al-Bishi,M,mishari.albishi972@srg.com.sa,+966593477610,SRG-017,Inventory,Stock Clerk,2017-12-02,3995,Full-Time,1
EMP-00378,Heba,Al-Mutawa,Heba Al-Mutawa,F,heba.almutawa215@srg.com.sa,+966584554677,SRG-017,Cashier,Senior Cashier,2023-08-01,7718,Full-Time,1
EMP-00379,Samar,Al-Mansour,Samar Al-Mansour,F,samar.almansour680@srg.com.sa,+966581729507,SRG-017,Marketing,Visual Merchandiser,2016-07-19,6711,Full-Time,1
EMP-00380,Yasser,Al-Mutairi,Yasser Al-Mutairi,M,yasser.almutairi69@srg.com.sa,+966565551832,SRG-017,Marketing,Marketing Manager,2016-08-21,8273,Full-Time,1
EMP-00381,Yasser,Al-Baqmi,Yasser Al-Baqmi,M,yasser.albaqmi926@srg.com.sa,+966559131281,SRG-017,Maintenance,Maintenance Technician,2022-09-23,3407,Contract,1
EMP-00382,Abdullah,Al-Mutairi,Abdullah Al-Mutairi,M,abdullah.almutairi254@srg.com.sa,+966586115834,SRG-017,IT Support,IT Manager,2024-12-01,9302,Full-Time,1
EMP-00383,Nada,Al-Shammari,Nada Al-Shammari,F,nada.alshammari242@srg.com.sa,+966585628469,SRG-017,Sales Floor,Department Supervisor,2021-06-21,17906,Full-Time,0
EMP-00384,Sana,Al-Malki,Sana Al-Malki,F,sana.almalki673@srg.com.sa,+966522472955,SRG-017,Sales Floor,Department Supervisor,2019-03-11,20872,Part-Time,1
EMP-00385,Ibrahim,Al-Shehri,Ibrahim Al-Shehri,M,ibrahim.alshehri460@srg.com.sa,+966583210769,SRG-017,Marketing,Visual Merchandiser,2022-05-20,4348,Full-Time,0
EMP-00386,Talal,Al-Sabah,Talal Al-Sabah,M,talal.alsabah537@srg.com.sa,+966528215281,SRG-017,Customer Service,Service Representative,2020-12-23,6680,Full-Time,0
EMP-00387,Omar,Al-Qahtani,Omar Al-Qahtani,M,omar.alqahtani901@srg.com.sa,+966521494648,SRG-017,IT Support,Systems Administrator,2017-03-11,6438,Full-Time,1
EMP-00388,Dana,Al-Khalifa,Dana Al-Khalifa,F,dana.alkhalifa27@srg.com.sa,+966595477211,SRG-017,Management,Assistant Manager,2019-02-05,14053,Contract,1
EMP-00389,Nawaf,Al-Shehri,Nawaf Al-Shehri,M,nawaf.alshehri138@srg.com.sa,+966588864546,SRG-017,Customer Service,Service Manager,2016-06-03,23617,Full-Time,1
EMP-00390,Mariam,Al-Mansour,Mariam Al-Mansour,F,mariam.almansour783@srg.com.sa,+966505527477,SRG-017,Inventory,Inventory Controller,2019-04-02,4673,Part-Time,1
EMP-00391,Salman,Al-Mutairi,Salman Al-Mutairi,M,salman.almutairi333@srg.com.sa,+966575140345,SRG-017,Cashier,Cashier,2023-10-16,5817,Part-Time,1
EMP-00392,Nawaf,Al-Bassam,Nawaf Al-Bassam,M,nawaf.albassam761@srg.com.sa,+966599995261,SRG-017,Maintenance,Cleaner,2021-07-20,6846,Contract,0
EMP-00393,Sami,Al-Harbi,Sami Al-Harbi,M,sami.alharbi406@srg.com.sa,+966507499457,SRG-017,HR,Training Officer,2016-04-17,5203,Contract,0
EMP-00394,Nasser,Al-Anazi,Nasser Al-Anazi,M,nasser.alanazi433@srg.com.sa,+966541915141,SRG-017,HR,Training Officer,2020-05-15,3681,Contract,1
EMP-00395,Manal,Al-Khaldi,Manal Al-Khaldi,F,manal.alkhaldi600@srg.com.sa,+966583270069,SRG-017,HR,HR Coordinator,2024-02-06,6189,Part-Time,1
EMP-00396,Khadija,Al-Rashid,Khadija Al-Rashid,F,khadija.alrashid466@srg.com.sa,+966515195684,SRG-017,Inventory,Receiving Clerk,2025-12-07,6614,Full-Time,0
EMP-00397,Bander,Al-Bassam,Bander Al-Bassam,M,bander.albassam372@srg.com.sa,+966519788196,SRG-017,Cashier,Cashier,2017-12-15,5597,Part-Time,0
EMP-00398,Hassan,Al-Sabah,Hassan Al-Sabah,M,hassan.alsabah676@srg.com.sa,+966523719990,SRG-017,Maintenance,Maintenance Technician,2018-06-19,6568,Full-Time,1
EMP-00399,Ibrahim,Al-Anazi,Ibrahim Al-Anazi,M,ibrahim.alanazi921@srg.com.sa,+966524403286,SRG-017,Management,Operations Manager,2020-11-06,11852,Full-Time,1
EMP-00400,Yousef,Al-Mansour,Yousef Al-Mansour,M,yousef.almansour603@srg.com.sa,+966578612468,SRG-018,HR,HR Coordinator,2025-08-08,3888,Part-Time,1
EMP-00401,Nawaf,Al-Mahmoud,Nawaf Al-Mahmoud,M,nawaf.almahmoud571@srg.com.sa,+966531820721,SRG-018,Sales Floor,Senior Sales Associate,2024-05-20,10149,Full-Time,1
EMP-00402,Saud,Al-Bishi,Saud Al-Bishi,M,saud.albishi618@srg.com.sa,+966546555122,SRG-018,Sales Floor,Senior Sales Associate,2016-11-19,11865,Full-Time,1
EMP-00403,Ibrahim,Al-Shammari,Ibrahim Al-Shammari,M,ibrahim.alshammari990@srg.com.sa,+966577042962,SRG-018,Inventory,Warehouse Supervisor,2025-11-23,13813,Full-Time,1
EMP-00404,Lina,Al-Bishi,Lina Al-Bishi,F,lina.albishi483@srg.com.sa,+966523047210,SRG-018,Maintenance,Maintenance Technician,2022-09-03,4199,Full-Time,1
EMP-00405,Mona,Al-Mutairi,Mona Al-Mutairi,F,mona.almutairi496@srg.com.sa,+966595818203,SRG-018,Customer Service,Service Manager,2016-02-19,10872,Part-Time,1
EMP-00406,Maha,Al-Fahad,Maha Al-Fahad,F,maha.alfahad533@srg.com.sa,+966579262853,SRG-018,Marketing,Marketing Manager,2018-10-19,24265,Full-Time,1
EMP-00407,Bander,Al-Anazi,Bander Al-Anazi,M,bander.alanazi816@srg.com.sa,+966514478434,SRG-018,Customer Service,Service Representative,2017-01-15,5561,Contract,1
EMP-00408,Aisha,Al-Zahrani,Aisha Al-Zahrani,F,aisha.alzahrani707@srg.com.sa,+966545268417,SRG-018,Security,Loss Prevention Officer,2019-01-21,3824,Full-Time,1
EMP-00409,Mona,Al-Sabah,Mona Al-Sabah,F,mona.alsabah406@srg.com.sa,+966591488508,SRG-018,Security,Security Guard,2017-11-11,4398,Full-Time,1
EMP-00410,Manal,Al-Zahrani,Manal Al-Zahrani,F,manal.alzahrani160@srg.com.sa,+966576622207,SRG-018,HR,Training Officer,2016-11-05,4972,Part-Time,1
EMP-00411,Meshal,Al-Fahad,Meshal Al-Fahad,M,meshal.alfahad592@srg.com.sa,+966556932348,SRG-018,Management,Regional Manager,2024-09-01,14824,Full-Time,1
EMP-00412,Manal,Al-Rashid,Manal Al-Rashid,F,manal.alrashid192@srg.com.sa,+966592960327,SRG-018,Security,Security Supervisor,2024-03-19,20765,Full-Time,0
EMP-00413,Heba,Al-Otaibi,Heba Al-Otaibi,F,heba.alotaibi463@srg.com.sa,+966544626225,SRG-018,Management,Operations Manager,2017-08-08,20176,Contract,1
EMP-00414,Fahad,Al-Bishi,Fahad Al-Bishi,M,fahad.albishi819@srg.com.sa,+966579389519,SRG-018,Sales Floor,Senior Sales Associate,2017-08-17,5204,Full-Time,1
EMP-00415,Bayan,Al-Mansour,Bayan Al-Mansour,F,bayan.almansour842@srg.com.sa,+966583226624,SRG-018,IT Support,IT Manager,2021-03-25,11219,Full-Time,0
EMP-00416,Yousef,Al-Malki,Yousef Al-Malki,M,yousef.almalki869@srg.com.sa,+966592460891,SRG-018,IT Support,IT Technician,2016-05-02,5814,Full-Time,1
EMP-00417,Fahad,Al-Fahad,Fahad Al-Fahad,M,fahad.alfahad329@srg.com.sa,+966534230379,SRG-018,Management,Store Manager,2025-05-21,14876,Full-Time,1
EMP-00418,Shaima,Al-Khalifa,Shaima Al-Khalifa,F,shaima.alkhalifa16@srg.com.sa,+966599624506,SRG-018,Cashier,Senior Cashier,2018-03-09,5937,Full-Time,1
EMP-00419,Samar,Al-Zahrani,Samar Al-Zahrani,F,samar.alzahrani73@srg.com.sa,+966546683095,SRG-018,Management,Assistant Manager,2020-10-08,13612,Contract,1
EMP-00420,Saad,Al-Rashid,Saad Al-Rashid,M,saad.alrashid437@srg.com.sa,+966564002836,SRG-018,HR,HR Coordinator,2017-07-02,3352,Contract,1
EMP-00421,Eman,Al-Bishi,Eman Al-Bishi,F,eman.albishi998@srg.com.sa,+966573211157,SRG-018,Management,Regional Manager,2019-12-25,10573,Full-Time,0
EMP-00422,Noura,Al-Khalifa,Noura Al-Khalifa,F,noura.alkhalifa882@srg.com.sa,+966595329406,SRG-018,Management,Operations Manager,2023-04-08,12709,Full-Time,1
EMP-00423,Bander,Al-Sheikh,Bander Al-Sheikh,M,bander.alsheikh487@srg.com.sa,+966516896198,SRG-018,Security,Security Supervisor,2023-08-01,10141,Part-Time,1
EMP-00424,Yasser,Al-Juhani,Yasser Al-Juhani,M,yasser.aljuhani416@srg.com.sa,+966516467186,SRG-018,Security,Loss Prevention Officer,2025-03-17,3421,Contract,0
EMP-00425,Turki,Al-Anazi,Turki Al-Anazi,M,turki.alanazi636@srg.com.sa,+966533667917,SRG-018,IT Support,IT Manager,2022-10-14,15817,Part-Time,1
EMP-00426,Omar,Al-Mutairi,Omar Al-Mutairi,M,omar.almutairi558@srg.com.sa,+966533903892,SRG-018,Marketing,Social Media Specialist,2022-10-26,4401,Full-Time,0
EMP-00427,Noura,Al-Hussein,Noura Al-Hussein,F,noura.alhussein456@srg.com.sa,+966526167981,SRG-018,Marketing,Social Media Specialist,2021-09-04,6367,Part-Time,1
EMP-00428,Lina,Al-Mansour,Lina Al-Mansour,F,lina.almansour774@srg.com.sa,+966503461642,SRG-019,Sales Floor,Sales Associate,2019-03-19,6699,Full-Time,1
EMP-00429,Noor,Al-Mahmoud,Noor Al-Mahmoud,F,noor.almahmoud325@srg.com.sa,+966546109503,SRG-019,Marketing,Social Media Specialist,2019-04-22,6593,Part-Time,0
EMP-00430,Sarah,Al-Hussein,Sarah Al-Hussein,F,sarah.alhussein923@srg.com.sa,+966581891328,SRG-019,Sales Floor,Floor Manager,2018-05-02,20098,Full-Time,0
EMP-00431,Noura,Al-Baqmi,Noura Al-Baqmi,F,noura.albaqmi641@srg.com.sa,+966557422144,SRG-019,Management,Store Manager,2019-07-23,20919,Part-Time,1
EMP-00432,Samar,Al-Mutairi,Samar Al-Mutairi,F,samar.almutairi864@srg.com.sa,+966558000050,SRG-019,Inventory,Receiving Clerk,2018-04-18,4575,Full-Time,1
EMP-00433,Saad,Al-Rashid,Saad Al-Rashid,M,saad.alrashid674@srg.com.sa,+966563277939,SRG-019,Cashier,Head Cashier,2016-03-24,8987,Full-Time,1
EMP-00434,Faten,Al-Khalifa,Faten Al-Khalifa,F,faten.alkhalifa435@srg.com.sa,+966588550515,SRG-019,Marketing,Social Media Specialist,2025-03-15,5086,Part-Time,1
EMP-00435,Abdullah,Al-Suwailem,Abdullah Al-Suwailem,M,abdullah.alsuwailem243@srg.com.sa,+966585517272,SRG-019,Marketing,Marketing Coordinator,2025-08-28,5993,Part-Time,1
EMP-00436,Aisha,Al-Otaibi,Aisha Al-Otaibi,F,aisha.alotaibi985@srg.com.sa,+966513383832,SRG-019,Marketing,Social Media Specialist,2021-02-19,4972,Contract,1
EMP-00437,Mona,Al-Qahtani,Mona Al-Qahtani,F,mona.alqahtani760@srg.com.sa,+966516242875,SRG-019,IT Support,Systems Administrator,2017-04-16,5583,Contract,1
EMP-00438,Samar,Al-Juhani,Samar Al-Juhani,F,samar.aljuhani432@srg.com.sa,+966555942868,SRG-019,Sales Floor,Floor Manager,2023-09-16,18863,Full-Time,1
EMP-00439,Bander,Al-Sheikh,Bander Al-Sheikh,M,bander.alsheikh593@srg.com.sa,+966521866037,SRG-019,Marketing,Marketing Manager,2025-05-02,23504,Full-Time,0
EMP-00440,Yasser,Al-Mansour,Yasser Al-Mansour,M,yasser.almansour285@srg.com.sa,+966543223631,SRG-019,Cashier,Cashier,2024-02-28,6210,Contract,1
EMP-00441,Faten,Al-Ghamdi,Faten Al-Ghamdi,F,faten.alghamdi155@srg.com.sa,+966577203657,SRG-019,Sales Floor,Sales Associate,2025-03-19,6026,Full-Time,1
EMP-00442,Majed,Al-Shammari,Majed Al-Shammari,M,majed.alshammari957@srg.com.sa,+966529320631,SRG-019,IT Support,IT Technician,2021-02-05,5439,Part-Time,1
EMP-00443,Mishari,Al-Khalifa,Mishari Al-Khalifa,M,mishari.alkhalifa56@srg.com.sa,+966542946062,SRG-019,Inventory,Inventory Controller,2025-12-27,4413,Full-Time,1
EMP-00444,Noor,Al-Mansour,Noor Al-Mansour,F,noor.almansour486@srg.com.sa,+966543435210,SRG-019,Management,Operations Manager,2024-04-13,20781,Contract,1
EMP-00445,Yasser,Al-Sheikh,Yasser Al-Sheikh,M,yasser.alsheikh43@srg.com.sa,+966519913623,SRG-019,HR,Training Officer,2021-09-22,6915,Full-Time,1
EMP-00446,Maha,Al-Ghamdi,Maha Al-Ghamdi,F,maha.alghamdi692@srg.com.sa,+966534270310,SRG-020,Cashier,Senior Cashier,2025-07-15,11333,Contract,1
EMP-00447,Omar,Al-Sabah,Omar Al-Sabah,M,omar.alsabah538@srg.com.sa,+966518481668,SRG-020,Sales Floor,Sales Associate,2017-01-14,3400,Full-Time,1
EMP-00448,Maha,Al-Mutairi,Maha Al-Mutairi,F,maha.almutairi609@srg.com.sa,+966533043299,SRG-020,Sales Floor,Sales Associate,2025-02-02,6844,Full-Time,1
EMP-00449,Hassan,Al-Saleh,Hassan Al-Saleh,M,hassan.alsaleh302@srg.com.sa,+966572270273,SRG-020,Marketing,Visual Merchandiser,2017-12-06,4037,Part-Time,1
EMP-00450,Heba,Al-Habib,Heba Al-Habib,F,heba.alhabib392@srg.com.sa,+966566581020,SRG-020,Security,Security Supervisor,2018-02-09,10044,Full-Time,1
EMP-00451,Lama,Al-Khalifa,Lama Al-Khalifa,F,lama.alkhalifa661@srg.com.sa,+966572819161,SRG-020,Cashier,Senior Cashier,2019-10-13,6461,Full-Time,1
EMP-00452,Reem,Al-Mahmoud,Reem Al-Mahmoud,F,reem.almahmoud73@srg.com.sa,+966595204309,SRG-020,Cashier,Senior Cashier,2020-02-02,5597,Part-Time,1
EMP-00453,Huda,Al-Khaldi,Huda Al-Khaldi,F,huda.alkhaldi338@srg.com.sa,+966561062138,SRG-020,Sales Floor,Sales Associate,2022-05-05,5867,Contract,0
EMP-00454,Mariam,Al-Suwailem,Mariam Al-Suwailem,F,mariam.alsuwailem394@srg.com.sa,+966573033459,SRG-020,Maintenance,Cleaner,2017-09-08,3013,Contract,1
EMP-00455,Lina,Al-Saleh,Lina Al-Saleh,F,lina.alsaleh375@srg.com.sa,+966586705306,SRG-020,Management,Operations Manager,2016-11-21,10970,Full-Time,1
EMP-00456,Ghada,Al-Mutairi,Ghada Al-Mutairi,F,ghada.almutairi713@srg.com.sa,+966562791270,SRG-020,Inventory,Stock Clerk,2022-11-07,4224,Full-Time,1
EMP-00457,Waleed,Al-Khaldi,Waleed Al-Khaldi,M,waleed.alkhaldi738@srg.com.sa,+966595001116,SRG-020,HR,HR Manager,2018-01-07,8831,Part-Time,1
EMP-00458,Turki,Al-Sabah,Turki Al-Sabah,M,turki.alsabah348@srg.com.sa,+966506665977,SRG-020,Management,Operations Manager,2024-08-01,9213,Full-Time,1
EMP-00459,Nasser,Al-Mutawa,Nasser Al-Mutawa,M,nasser.almutawa948@srg.com.sa,+966511618704,SRG-020,IT Support,IT Manager,2024-03-24,15634,Full-Time,1
EMP-00460,Majed,Al-Sheikh,Majed Al-Sheikh,M,majed.alsheikh15@srg.com.sa,+966521838156,SRG-020,Marketing,Marketing Coordinator,2019-12-21,3534,Full-Time,1
EMP-00461,Eman,Al-Shammari,Eman Al-Shammari,F,eman.alshammari819@srg.com.sa,+966594700592,SRG-020,Marketing,Marketing Coordinator,2017-02-16,5437,Full-Time,1
EMP-00462,Lina,Al-Mutawa,Lina Al-Mutawa,F,lina.almutawa330@srg.com.sa,+966531764815,SRG-020,Maintenance,Maintenance Supervisor,2017-11-19,12500,Contract,1
EMP-00463,Sarah,Al-Harbi,Sarah Al-Harbi,F,sarah.alharbi567@srg.com.sa,+966528359513,SRG-020,Management,Assistant Manager,2022-03-23,20121,Full-Time,1
EMP-00464,Saad,Al-Harbi,Saad Al-Harbi,M,saad.alharbi7@srg.com.sa,+966504010048,SRG-020,Marketing,Social Media Specialist,2018-01-16,3330,Full-Time,0
EMP-00465,Amal,Al-Tamimi,Amal Al-Tamimi,F,amal.altamimi536@srg.com.sa,+966577912738,SRG-020,HR,HR Manager,2019-03-21,16878,Full-Time,1
EMP-00466,Nawaf,Al-Shammari,Nawaf Al-Shammari,M,nawaf.alshammari572@srg.com.sa,+966534219595,SRG-020,HR,HR Coordinator,2020-06-14,3018,Full-Time,1
EMP-00467,Nawaf,Al-Bishi,Nawaf Al-Bishi,M,nawaf.albishi676@srg.com.sa,+966535637668,SRG-020,IT Support,Systems Administrator,2019-08-25,5565,Full-Time,1
EMP-00468,Turki,Al-Dosari,Turki Al-Dosari,M,turki.aldosari45@srg.com.sa,+966507110145,SRG-020,HR,Training Officer,2018-03-22,6779,Full-Time,1
EMP-00469,Maha,Al-Zahrani,Maha Al-Zahrani,F,maha.alzahrani948@srg.com.sa,+966583950904,SRG-020,Marketing,Social Media Specialist,2016-02-24,3214,Full-Time,1
EMP-00470,Mona,Al-Harbi,Mona Al-Harbi,F,mona.alharbi430@srg.com.sa,+966536464086,SRG-020,Cashier,Cashier,2023-10-19,4335,Full-Time,1
EMP-00471,Rana,Al-Harbi,Rana Al-Harbi,F,rana.alharbi76@srg.com.sa,+966579127012,SRG-020,Customer Service,Service Manager,2022-04-13,15230,Full-Time,1
EMP-00472,Nasser,Al-Sheikh,Nasser Al-Sheikh,M,nasser.alsheikh469@srg.com.sa,+966537016144,SRG-020,Marketing,Social Media Specialist,2018-07-12,3558,Full-Time,1
EMP-00473,Huda,Al-Otaibi,Huda Al-Otaibi,F,huda.alotaibi477@srg.com.sa,+966578016631,SRG-020,Marketing,Marketing Coordinator,2020-03-04,6488,Full-Time,1
EMP-00474,Waleed,Al-Anazi,Waleed Al-Anazi,M,waleed.alanazi567@srg.com.sa,+966532450798,SRG-020,Marketing,Visual Merchandiser,2025-03-19,6973,Part-Time,1
EMP-00475,Talal,Al-Mansour,Talal Al-Mansour,M,talal.almansour894@srg.com.sa,+966535157921,SRG-021,HR,Recruiter,2016-12-14,6015,Full-Time,1
EMP-00476,Waleed,Al-Sheikh,Waleed Al-Sheikh,M,waleed.alsheikh42@srg.com.sa,+966579459346,SRG-021,Marketing,Visual Merchandiser,2025-01-14,3181,Full-Time,1
EMP-00477,Mariam,Al-Mutawa,Mariam Al-Mutawa,F,mariam.almutawa772@srg.com.sa,+966507821919,SRG-021,Cashier,Senior Cashier,2023-04-03,9575,Full-Time,1
EMP-00478,Dana,Al-Shehri,Dana Al-Shehri,F,dana.alshehri721@srg.com.sa,+966571409590,SRG-021,Cashier,Cashier,2023-11-10,3662,Part-Time,1
EMP-00479,Jasser,Al-Tamimi,Jasser Al-Tamimi,M,jasser.altamimi649@srg.com.sa,+966502186125,SRG-021,Maintenance,Maintenance Technician,2021-11-15,5883,Part-Time,0
EMP-00480,Mona,Al-Otaibi,Mona Al-Otaibi,F,mona.alotaibi807@srg.com.sa,+966516632022,SRG-021,Management,Operations Manager,2020-12-20,14787,Full-Time,1
EMP-00481,Sana,Al-Otaibi,Sana Al-Otaibi,F,sana.alotaibi375@srg.com.sa,+966553940499,SRG-021,Cashier,Senior Cashier,2021-08-20,5334,Contract,0
EMP-00482,Badr,Al-Tamimi,Badr Al-Tamimi,M,badr.altamimi665@srg.com.sa,+966574519758,SRG-021,Customer Service,Service Representative,2021-04-18,3465,Full-Time,1
EMP-00483,Sana,Al-Ghamdi,Sana Al-Ghamdi,F,sana.alghamdi382@srg.com.sa,+966558590191,SRG-021,IT Support,Systems Administrator,2022-05-02,3259,Part-Time,1
EMP-00484,Majed,Al-Tamimi,Majed Al-Tamimi,M,majed.altamimi377@srg.com.sa,+966514160048,SRG-021,IT Support,Systems Administrator,2024-05-15,5543,Part-Time,1
EMP-00485,Hassan,Al-Habib,Hassan Al-Habib,M,hassan.alhabib115@srg.com.sa,+966529327014,SRG-021,Inventory,Warehouse Supervisor,2017-02-06,17042,Full-Time,1
EMP-00486,Yasser,Al-Suwailem,Yasser Al-Suwailem,M,yasser.alsuwailem756@srg.com.sa,+966505890840,SRG-021,IT Support,IT Technician,2023-06-14,4818,Full-Time,1
EMP-00487,Jasser,Al-Mutawa,Jasser Al-Mutawa,M,jasser.almutawa672@srg.com.sa,+966559156216,SRG-021,Customer Service,Service Manager,2021-07-19,19232,Contract,0
EMP-00488,Khadija,Al-Anazi,Khadija Al-Anazi,F,khadija.alanazi233@srg.com.sa,+966577239485,SRG-021,Marketing,Visual Merchandiser,2020-03-26,4064,Full-Time,1
EMP-00489,Ali,Al-Anazi,Ali Al-Anazi,M,ali.alanazi187@srg.com.sa,+966523575047,SRG-021,HR,HR Manager,2025-03-23,17346,Full-Time,1
EMP-00490,Mohammed,Al-Zahrani,Mohammed Al-Zahrani,M,mohammed.alzahrani211@srg.com.sa,+966581581986,SRG-021,Marketing,Visual Merchandiser,2023-05-12,3755,Full-Time,1
EMP-00491,Ali,Al-Khalifa,Ali Al-Khalifa,M,ali.alkhalifa26@srg.com.sa,+966569378825,SRG-021,IT Support,IT Technician,2024-05-04,6770,Full-Time,1
EMP-00492,Huda,Al-Rashid,Huda Al-Rashid,F,huda.alrashid486@srg.com.sa,+966543467651,SRG-021,IT Support,Systems Administrator,2021-11-23,4210,Contract,0
EMP-00493,Lina,Al-Tamimi,Lina Al-Tamimi,F,lina.altamimi565@srg.com.sa,+966516168761,SRG-021,Cashier,Head Cashier,2023-01-05,10554,Full-Time,1
