CustomerID,FirstName,LastName,FullName,Gender,Email,Phone,City,Region,DateOfBirth,RegistrationDate,MembershipTier,IsActive
CUST-001027,Abdulaziz,Al-Tamimi,Abdulaziz Al-Tamimi,M,abdulaziz.altamimi4527@email.com,+966557603239,Unaizah,Qassim,1986-04-21,2024-05-14,Silver,1
CUST-001028,Faisal,Al-Saadi,Faisal Al-Saadi,M,faisal.alsaadi495@email.com,+966542217192,Riyadh,Riyadh,1993-03-25,2023-03-10,Platinum,1
CUST-001029,Mariam,Al-Sabah,Mariam Al-Sabah,F,mariam.alsabah4189@email.com,+966571156623,Jubail,Eastern,1966-03-15,2021-09-19,Silver,1
CUST-001030,Shaima,Al-Otaibi,Shaima Al-Otaibi,F,shaima.alotaibi4936@email.com,+966568573686,Najran,Najran,1963-11-26,2019-12-20,Gold,1
CUST-001031,Mariam,Al-Dosari,Mariam Al-Dosari,F,mariam.aldosari5632@email.com,+966503150416,Jazan,Jazan,2005-03-03,2025-12-01,Bronze,0
CUST-001032,Rasha,Al-Qahtani,Rasha Al-Qahtani,F,rasha.alqahtani532@email.com,+966575048568,Tabuk,Tabuk,1984-03-17,2022-12-28,Silver,1
CUST-001033,Fahad,Al-Suwailem,Fahad Al-Suwailem,M,fahad.alsuwailem4884@email.com,+966509175995,Yanbu,Madinah,2012-09-12,2019-10-05,Platinum,0
CUST-001034,Hassan,Al-Habib,Hassan Al-Habib,M,hassan.alhabib7888@email.com,+966553977736,Hofuf,Eastern,2003-10-06,2021-06-10,Gold,1
CUST-001035,Jasser,Al-Dosari,Jasser Al-Dosari,M,jasser.aldosari6548@email.com,+966579424230,Buraidah,Qassim,1990-05-13,2025-02-12,Gold,1
CUST-001036,Bayan,Al-Habib,Bayan Al-Habib,F,bayan.alhabib8325@email.com,+966516830521,Hail,Hail,1992-03-02,2022-12-15,Bronze,0
CUST-001037,Hana,Al-Saadi,Hana Al-Saadi,F,hana.alsaadi6823@email.com,+966518069381,Najran,Najran,1997-03-12,2022-09-19,Silver,1
CUST-001038,Ibrahim,Al-Sheikh,Ibrahim Al-Sheikh,M,ibrahim.alsheikh6358@email.com,+966547833899,Yanbu,Madinah,1961-04-08,2024-06-19,Silver,1
CUST-001039,Bander,Al-Suwailem,Bander Al-Suwailem,M,bander.alsuwailem3590@email.com,+966536607301,Kharj,Riyadh,1997-04-05,2019-04-06,Bronze,1
CUST-001040,Bayan,Al-Qahtani,Bayan Al-Qahtani,F,bayan.alqahtani6115@email.com,+966567779519,Jeddah,Makkah,1966-01-16,2023-10-05,Bronze,1
CUST-001041,Sana,Al-Hussein,Sana Al-Hussein,F,sana.alhussein5111@email.com,+966587506753,Sakaka,Al Jawf,2012-01-04,2022-08-18,Silver,1
CUST-001042,Wafa,Al-Juhani,Wafa Al-Juhani,F,wafa.aljuhani9938@email.com,+966564325192,Hail,Hail,1967-08-26,2025-10-14,Bronze,1
CUST-001043,Lama,Al-Mansour,Lama Al-Mansour,F,lama.almansour4258@email.com,+966537520987,Diriyah,Riyadh,2011-03-14,2024-03-06,Platinum,1
CUST-001044,Ibrahim,Al-Ghamdi,Ibrahim Al-Ghamdi,M,ibrahim.alghamdi71@email.com,+966513250547,Yanbu,Madinah,2003-04-21,2020-05-13,Gold,0
CUST-001045,Fahad,Al-Mansour,Fahad Al-Mansour,M,fahad.almansour1769@email.com,+966592517948,Madinah,Madinah,2011-03-13,2022-09-28,Silver,1
CUST-001046,Rasha,Al-Khaldi,Rasha Al-Khaldi,F,rasha.alkhaldi5945@email.com,+966554795378,Hail,Hail,1994-11-02,2019-01-14,Platinum,1
CUST-001047,Nasser,Al-Rashid,Nasser Al-Rashid,M,nasser.alrashid5707@email.com,+966568892839,Madinah,Madinah,1978-06-27,2022-11-24,Silver,1
CUST-001048,Hana,Al-Malki,Hana Al-Malki,F,hana.almalki4741@email.com,+966529738199,Sakaka,Al Jawf,1987-10-04,2023-02-01,Platinum,1
CUST-001049,Meshal,Al-Tamimi,Meshal Al-Tamimi,M,meshal.altamimi2611@email.com,+966574409791,Madinah,Madinah,1961-08-28,2019-04-25,Bronze,1
CUST-001050,Bander,Al-Khalifa,Bander Al-Khalifa,M,bander.alkhalifa6242@email.com,+966536450534,Al Baha,Al Baha,1971-06-04,2021-11-24,Bronze,1
CUST-001051,Sarah,Al-Harbi,Sarah Al-Harbi,F,sarah.alharbi2479@email.com,+966505074092,Hail,Hail,2008-06-13,2023-01-22,Platinum,1
CUST-001052,Mona,Al-Saleh,Mona Al-Saleh,F,mona.alsaleh1100@email.com,+966586617696,Jeddah,Makkah,1977-12-06,2022-11-22,Platinum,1
CUST-001053,Fahad,Al-Khaldi,Fahad Al-Khaldi,M,fahad.alkhaldi1288@email.com,+966579127330,Hail,Hail,2014-02-01,2020-01-26,Bronze,0
CUST-001054,Amal,Al-Malki,Amal Al-Malki,F,amal.almalki6428@email.com,+966596095551,Yanbu,Madinah,2003-01-28,2022-03-17,Bronze,0
CUST-001055,Abdullah,Al-Suwailem,Abdullah Al-Suwailem,M,abdullah.alsuwailem9528@email.com,+966585695625,Jubail,Eastern,1990-03-03,2025-01-07,Bronze,0
CUST-001056,Eman,Al-Otaibi,Eman Al-Otaibi,F,eman.alotaibi9851@email.com,+966541517848,Taif,Makkah,1980-03-06,2024-08-12,Bronze,1
CUST-001057,Mishari,Al-Bassam,Mishari Al-Bassam,M,mishari.albassam3292@email.com,+966525209965,Najran,Najran,1990-10-07,2019-03-28,Gold,1
CUST-001058,Amal,Al-Khalifa,Amal Al-Khalifa,F,amal.alkhalifa9537@email.com,+966551795848,Makkah,Makkah,1982-05-21,2025-01-12,Silver,1
CUST-001059,Samar,Al-Otaibi,Samar Al-Otaibi,F,samar.alotaibi2062@email.com,+966566532500,Kharj,Riyadh,1973-08-12,2022-05-28,Platinum,1
CUST-001060,Abeer,Al-Sabah,Abeer Al-Sabah,F,abeer.alsabah8201@email.com,+966553683911,Kharj,Riyadh,2013-10-09,2023-09-08,Gold,1
CUST-001061,Hatem,Al-Rashid,Hatem Al-Rashid,M,hatem.alrashid5375@email.com,+966515639522,Kharj,Riyadh,2012-09-02,2024-08-15,Silver,1
CUST-001062,Wafa,Al-Qahtani,Wafa Al-Qahtani,F,wafa.alqahtani1391@email.com,+966566906398,Qatif,Eastern,1999-07-08,2020-07-27,Silver,1
CUST-001063,Saad,Al-Tamimi,Saad Al-Tamimi,M,saad.altamimi1779@email.com,+966596499395,Qatif,Eastern,1984-02-15,2025-12-19,Gold,1
CUST-001064,Talal,Al-Anazi,Talal Al-Anazi,M,talal.alanazi9510@email.com,+966544182837,Dammam,Eastern,1982-12-20,2023-12-28,Silver,1
CUST-001065,Manal,Al-Mutawa,Manal Al-Mutawa,F,manal.almutawa1259@email.com,+966539993522,Qatif,Eastern,1999-03-14,2022-06-21,Silver,1
CUST-001066,Bander,Al-Habib,Bander Al-Habib,M,bander.alhabib6022@email.com,+966596816305,Kharj,Riyadh,1995-11-29,2023-12-15,Gold,1
CUST-001067,Nasser,Al-Hussein,Nasser Al-Hussein,M,nasser.alhussein5974@email.com,+966594158636,Jazan,Jazan,1994-06-01,2024-01-04,Gold,1
CUST-001068,Saad,Al-Khaldi,Saad Al-Khaldi,M,saad.alkhaldi6801@email.com,+966562779655,Riyadh,Riyadh,2010-05-31,2022-06-22,Bronze,1
CUST-001069,Bander,Al-Fahad,Bander Al-Fahad,M,bander.alfahad682@email.com,+966573278549,Buraidah,Qassim,1960-01-24,2022-11-05,Bronze,1
CUST-001070,Badr,Al-Sabah,Badr Al-Sabah,M,badr.alsabah2588@email.com,+966508162586,Kharj,Riyadh,1995-07-12,2019-08-14,Bronze,1
CUST-001071,Ahmed,Al-Mutairi,Ahmed Al-Mutairi,M,ahmed.almutairi3663@email.com,+966545198008,Khamis Mushait,Asir,2005-02-24,2024-04-13,Silver,1
CUST-001072,Fatima,Al-Khalifa,Fatima Al-Khalifa,F,fatima.alkhalifa9492@email.com,+966506830197,Makkah,Makkah,1996-05-22,2024-11-28,Silver,1
CUST-001073,Manal,Al-Baqmi,Manal Al-Baqmi,F,manal.albaqmi9650@email.com,+966569206047,Madinah,Madinah,2002-11-29,2025-01-11,Silver,1
CUST-001074,Reem,Al-Mahmoud,Reem Al-Mahmoud,F,reem.almahmoud6431@email.com,+966541094583,Kharj,Riyadh,2012-12-17,2020-12-11,Silver,1
CUST-001075,Nada,Al-Shehri,Nada Al-Shehri,F,nada.alshehri821@email.com,+966559681943,Najran,Najran,2005-02-02,2024-07-18,Bronze,1
CUST-001076,Omar,Al-Mutairi,Omar Al-Mutairi,M,omar.almutairi9664@email.com,+966528087059,Jeddah,Makkah,1997-08-22,2019-03-11,Silver,1
CUST-001077,Mishari,Al-Otaibi,Mishari Al-Otaibi,M,mishari.alotaibi8449@email.com,+966506131396,Jubail,Eastern,1961-04-07,2023-02-25,Silver,1
CUST-001078,Meshal,Al-Zahrani,Meshal Al-Zahrani,M,meshal.alzahrani213@email.com,+966501429083,Khamis Mushait,Asir,1966-04-23,2023-10-22,Bronze,1
CUST-001079,Reem,Al-Fahad,Reem Al-Fahad,F,reem.alfahad4222@email.com,+966568399220,Jubail,Eastern,1980-10-17,2023-11-10,Gold,1
CUST-001080,Rana,Al-Baqmi,Rana Al-Baqmi,F,rana.albaqmi3801@email.com,+966591544132,Unaizah,Qassim,2009-09-28,2022-10-09,Bronze,1
CUST-001081,Talal,Al-Fahad,Talal Al-Fahad,M,talal.alfahad6193@email.com,+966572135541,Unaizah,Qassim,2006-12-24,2021-04-05,Bronze,1
CUST-001082,Ali,Al-Anazi,Ali Al-Anazi,M,ali.alanazi8873@email.com,+966543938418,Najran,Najran,1992-02-28,2020-11-03,Bronze,1
CUST-001083,Nasser,Al-Juhani,Nasser Al-Juhani,M,nasser.aljuhani4919@email.com,+966505929261,Arar,Northern Borders,1974-11-24,2021-11-19,Silver,1
CUST-001084,Omar,Al-Hussein,Omar Al-Hussein,M,omar.alhussein9661@email.com,+966504829723,Arar,Northern Borders,1972-07-07,2022-04-18,Gold,0
CUST-001085,Rasha,Al-Suwailem,Rasha Al-Suwailem,F,rasha.alsuwailem7049@email.com,+966507496851,Qatif,Eastern,1974-10-31,2022-12-17,Gold,1
CUST-001086,Waleed,Al-Mutairi,Waleed Al-Mutairi,M,waleed.almutairi274@email.com,+966538891744,Khobar,Eastern,2009-05-09,2025-04-18,Silver,1
CUST-001087,Rasha,Al-Tamimi,Rasha Al-Tamimi,F,rasha.altamimi350@email.com,+966582676375,Madinah,Madinah,2005-10-20,2024-04-14,Bronze,1
CUST-001088,Saud,Al-Mahmoud,Saud Al-Mahmoud,M,saud.almahmoud7336@email.com,+966504025947,Najran,Najran,1994-07-11,2025-07-08,Gold,1
CUST-001089,Majed,Al-Harbi,Majed Al-Harbi,M,majed.alharbi9163@email.com,+966516464405,Khobar,Eastern,1970-07-08,2021-04-08,Platinum,1
CUST-001090,Meshal,Al-Mansour,Meshal Al-Mansour,M,meshal.almansour926@email.com,+966558343616,Abha,Asir,2000-04-15,2023-07-27,Silver,1
CUST-001091,Talal,Al-Dosari,Talal Al-Dosari,M,talal.aldosari9154@email.com,+966583261128,Najran,Najran,1962-12-29,2024-04-02,Bronze,1
CUST-001092,Lina,Al-Mutawa,Lina Al-Mutawa,F,lina.almutawa549@email.com,+966559447016,Dammam,Eastern,1976-08-29,2022-04-22,Platinum,1
CUST-001093,Ibrahim,Al-Rashid,Ibrahim Al-Rashid,M,ibrahim.alrashid8009@email.com,+966589089545,Khamis Mushait,Asir,1969-12-08,2022-10-28,Gold,1
CUST-001094,Shaima,Al-Mahmoud,Shaima Al-Mahmoud,F,shaima.almahmoud2867@email.com,+966566429596,Najran,Najran,1990-08-24,2022-08-03,Bronze,1
CUST-001095,Wafa,Al-Saadi,Wafa Al-Saadi,F,wafa.alsaadi4240@email.com,+966552589552,Tabuk,Tabuk,1987-09-27,2022-06-08,Silver,1
CUST-001096,Ali,Al-Khalifa,Ali Al-Khalifa,M,ali.alkhalifa4869@email.com,+966589922855,Khobar,Eastern,1973-02-12,2024-06-05,Gold,1
CUST-001097,Bander,Al-Harbi,Bander Al-Harbi,M,bander.alharbi5986@email.com,+966512728484,Hail,Hail,1970-01-25,2025-06-24,Silver,1
CUST-001098,Turki,Al-Shehri,Turki Al-Shehri,M,turki.alshehri1222@email.com,+966558716630,Hofuf,Eastern,1998-05-19,2023-05-24,Silver,1
CUST-001099,Saud,Al-Bishi,Saud Al-Bishi,M,saud.albishi6779@email.com,+966581155112,Najran,Najran,2014-08-04,2019-09-07,Gold,0
CUST-001100,Khalid,Al-Baqmi,Khalid Al-Baqmi,M,khalid.albaqmi4247@email.com,+966566429290,Yanbu,Madinah,1965-06-06,2023-03-25,Silver,1
CUST-001101,Aisha,Al-Shehri,Aisha Al-Shehri,F,aisha.alshehri5638@email.com,+966564401589,Khobar,Eastern,1981-08-16,2024-04-25,Gold,1
CUST-001102,Faisal,Al-Anazi,Faisal Al-Anazi,M,faisal.alanazi2268@email.com,+966546385877,Hofuf,Eastern,2000-07-22,2023-01-11,Bronze,1
CUST-001103,Nada,Al-Mansour,Nada Al-Mansour,F,nada.almansour2187@email.com,+966564227575,Hail,Hail,2008-01-13,2025-09-01,Platinum,0
CUST-001104,Turki,Al-Shammari,Turki Al-Shammari,M,turki.alshammari2382@email.com,+966572487689,Najran,Najran,1993-11-14,2021-02-22,Gold,0
CUST-001105,Shaima,Al-Shammari,Shaima Al-Shammari,F,shaima.alshammari8377@email.com,+966568762701,Al Baha,Al Baha,1982-07-06,2024-08-14,Gold,1
CUST-001106,Saud,Al-Mansour,Saud Al-Mansour,M,saud.almansour9118@email.com,+966555682675,Madinah,Madinah,2002-02-16,2019-09-25,Silver,0
CUST-001107,Ibrahim,Al-Fahad,Ibrahim Al-Fahad,M,ibrahim.alfahad3101@email.com,+966513600753,Unaizah,Qassim,1976-01-17,2019-12-19,Silver,1
CUST-001108,Hatem,Al-Tamimi,Hatem Al-Tamimi,M,hatem.altamimi8363@email.com,+966507572601,Jeddah,Makkah,1976-08-20,2020-06-08,Gold,1
CUST-001109,Faten,Al-Bassam,Faten Al-Bassam,F,faten.albassam5907@email.com,+966546733210,Hail,Hail,1993-01-07,2019-05-03,Platinum,1
CUST-001110,Omar,Al-Sabah,Omar Al-Sabah,M,omar.alsabah1402@email.com,+966541060401,Yanbu,Madinah,1964-08-03,2023-04-12,Silver,1
CUST-001111,Nasser,Al-Habib,Nasser Al-Habib,M,nasser.alhabib2469@email.com,+966568966551,Hail,Hail,1977-02-11,2020-06-22,Silver,1
CUST-001112,Yasser,Al-Khalifa,Yasser Al-Khalifa,M,yasser.alkhalifa6231@email.com,+966558432790,Buraidah,Qassim,1968-12-29,2023-07-27,Platinum,1
CUST-001113,Ghada,Al-Dosari,Ghada Al-Dosari,F,ghada.aldosari2421@email.com,+966552001307,Madinah,Madinah,2007-01-21,2019-07-06,Platinum,1
CUST-001114,Bayan,Al-Sabah,Bayan Al-Sabah,F,bayan.alsabah4787@email.com,+966536000554,Qatif,Eastern,1999-04-26,2021-07-02,Gold,0
CUST-001115,Nasser,Al-Rashid,Nasser Al-Rashid,M,nasser.alrashid5923@email.com,+966588371274,Taif,Makkah,1975-11-20,2023-09-20,Platinum,0
CUST-001116,Noor,Al-Khalifa,Noor Al-Khalifa,F,noor.alkhalifa6438@email.com,+966532309195,Madinah,Madinah,1995-08-01,2024-04-08,Bronze,1
CUST-001117,Noor,Al-Otaibi,Noor Al-Otaibi,F,noor.alotaibi2584@email.com,+966563554312,Tabuk,Tabuk,2006-02-15,2019-01-08,Bronze,0
CUST-001118,Dana,Al-Mahmoud,Dana Al-Mahmoud,F,dana.almahmoud4653@email.com,+966575719224,Hail,Hail,2011-03-23,2019-02-21,Bronze,1
CUST-001119,Sultan,Al-Baqmi,Sultan Al-Baqmi,M,sultan.albaqmi3647@email.com,+966504837587,Al Baha,Al Baha,1968-07-10,2024-01-23,Gold,1
CUST-001120,Amal,Al-Shehri,Amal Al-Shehri,F,amal.alshehri7071@email.com,+966523410505,Qatif,Eastern,2007-01-09,2025-05-12,Platinum,1
CUST-001121,Sarah,Al-Anazi,Sarah Al-Anazi,F,sarah.alanazi8740@email.com,+966558612071,Riyadh,Riyadh,1993-12-11,2025-03-06,Gold,1
CUST-001122,Salman,Al-Saadi,Salman Al-Saadi,M,salman.alsaadi31@email.com,+966586237825,Jazan,Jazan,2007-04-14,2019-07-03,Bronze,1
CUST-001123,Nada,Al-Otaibi,Nada Al-Otaibi,F,nada.alotaibi986@email.com,+966527534155,Najran,Najran,1960-07-19,2024-05-14,Gold,1
CUST-001124,Yousef,Al-Ghamdi,Yousef Al-Ghamdi,M,yousef.alghamdi5497@email.com,+966539575042,Najran,Najran,1969-07-03,2023-12-13,Platinum,1
CUST-001125,Maha,Al-Qahtani,Maha Al-Qahtani,F,maha.alqahtani6372@email.com,+966575829996,Abha,Asir,1988-08-28,2019-08-28,Bronze,1
CUST-001126,Ibrahim,Al-Bishi,Ibrahim Al-Bishi,M,ibrahim.albishi4487@email.com,+966524547699,Taif,Makkah,2007-01-31,2019-10-07,Silver,1
CUST-001127,Faten,Al-Saadi,Faten Al-Saadi,F,faten.alsaadi1250@email.com,+966511256887,Khamis Mushait,Asir,2001-08-19,2019-03-20,Gold,1
CUST-001128,Abdullah,Al-Shehri,Abdullah Al-Shehri,M,abdullah.alshehri419@email.com,+966551510553,Najran,Najran,1998-03-09,2024-07-15,Bronze,1
CUST-001129,Rana,Al-Sheikh,Rana Al-Sheikh,F,rana.alsheikh3264@email.com,+966519382165,Najran,Najran,1967-03-25,2020-05-15,Gold,1
CUST-001130,Maha,Al-Bassam,Maha Al-Bassam,F,maha.albassam2797@email.com,+966593782239,Kharj,Riyadh,1986-04-05,2025-10-06,Bronze,1
CUST-001131,Sami,Al-Saleh,Sami Al-Saleh,M,sami.alsaleh5842@email.com,+966521797901,Kharj,Riyadh,2005-08-31,2023-10-28,Gold,1
CUST-001132,Fahad,Al-Baqmi,Fahad Al-Baqmi,M,fahad.albaqmi8971@email.com,+966503016591,Qatif,Eastern,1974-03-02,2022-07-20,Silver,1
CUST-001133,Aisha,Al-Baqmi,Aisha Al-Baqmi,F,aisha.albaqmi7819@email.com,+966533279537,Diriyah,Riyadh,1984-12-27,2021-12-20,Bronze,1
CUST-001134,Rana,Al-Otaibi,Rana Al-Otaibi,F,rana.alotaibi2766@email.com,+966551768857,Al Baha,Al Baha,1975-02-08,2020-08-09,Gold,1
CUST-001135,Turki,Al-Shehri,Turki Al-Shehri,M,turki.alshehri8288@email.com,+966545960818,Yanbu,Madinah,1964-03-29,2023-11-27,Bronze,1
CUST-001136,Hana,Al-Ghamdi,Hana Al-Ghamdi,F,hana.alghamdi9569@email.com,+966595463027,Arar,Northern Borders,1973-11-06,2020-12-18,Platinum,1
CUST-001137,Nasser,Al-Shehri,Nasser Al-Shehri,M,nasser.alshehri6732@email.com,+966542611096,Hail,Hail,1985-10-16,2019-09-14,Gold,1
CUST-001138,Talal,Al-Khaldi,Talal Al-Khaldi,M,talal.alkhaldi5232@email.com,+966506581778,Hail,Hail,1965-02-18,2019-05-22,Gold,1
CUST-001139,Omar,Al-Hussein,Omar Al-Hussein,M,omar.alhussein1932@email.com,+966583101469,Jubail,Eastern,1978-12-19,2019-08-16,Bronze,1
CUST-001140,Nawaf,Al-Otaibi,Nawaf Al-Otaibi,M,nawaf.alotaibi4734@email.com,+966548894020,Dammam,Eastern,2011-05-09,2022-12-08,Gold,1
CUST-001141,Majed,Al-Harbi,Majed Al-Harbi,M,majed.alharbi162@email.com,+966504362310,Dammam,Eastern,1982-12-26,2022-06-13,Gold,0
CUST-001142,Bayan,Al-Fahad,Bayan Al-Fahad,F,bayan.alfahad7976@email.com,+966539033985,Jubail,Eastern,1986-05-10,2022-05-20,Silver,1
CUST-001143,Fatima,Al-Khalifa,Fatima Al-Khalifa,F,fatima.alkhalifa6452@email.com,+966561973933,Yanbu,Madinah,1986-03-19,2020-08-09,Bronze,1
CUST-001144,Badr,Al-Harbi,Badr Al-Harbi,M,badr.alharbi3162@email.com,+966569669760,Riyadh,Riyadh,2013-04-23,2023-04-17,Gold,1
CUST-001145,Manal,Al-Baqmi,Manal Al-Baqmi,F,manal.albaqmi9595@email.com,+966541079643,Buraidah,Qassim,1987-06-19,2020-04-19,Bronze,1
CUST-001146,Hassan,Al-Rashid,Hassan Al-Rashid,M,hassan.alrashid9957@email.com,+966559105931,Qatif,Eastern,1999-07-30,2020-06-05,Gold,1
CUST-001147,Samar,Al-Anazi,Samar Al-Anazi,F,samar.alanazi3556@email.com,+966518169805,Diriyah,Riyadh,1977-08-11,2023-07-16,Gold,1
CUST-001148,Lina,Al-Dosari,Lina Al-Dosari,F,lina.aldosari9069@email.com,+966515169029,Jazan,Jazan,1990-05-08,2021-04-16,Silver,1
CUST-001149,Nawaf,Al-Saadi,Nawaf Al-Saadi,M,nawaf.alsaadi3608@email.com,+966504509673,Yanbu,Madinah,1992-02-09,2023-04-20,Silver,1
CUST-001150,Aisha,Al-Fahad,Aisha Al-Fahad,F,aisha.alfahad5665@email.com,+966534033999,Buraidah,Qassim,2013-11-01,2024-09-27,Silver,1
CUST-001151,Heba,Al-Baqmi,Heba Al-Baqmi,F,heba.albaqmi1378@email.com,+966549201294,Kharj,Riyadh,1987-04-29,2019-08-11,Silver,0
CUST-001152,Reem,Al-Saleh,Reem Al-Saleh,F,reem.alsaleh7366@email.com,+966571619766,Jazan,Jazan,1984-09-17,2025-10-20,Bronze,1
CUST-001153,Khadija,Al-Sabah,Khadija Al-Sabah,F,khadija.alsabah5080@email.com,+966557532363,Arar,Northern Borders,1990-03-06,2019-10-16,Silver,1
CUST-001154,Noura,Al-Juhani,Noura Al-Juhani,F,noura.aljuhani3287@email.com,+966541356297,Najran,Najran,1990-10-13,2019-08-07,Silver,1
CUST-001155,Hatem,Al-Otaibi,Hatem Al-Otaibi,M,hatem.alotaibi331@email.com,+966542837195,Sakaka,Al Jawf,2004-07-30,2023-06-14,Gold,0
CUST-001156,Sana,Al-Mutairi,Sana Al-Mutairi,F,sana.almutairi2647@email.com,+966519436588,Tabuk,Tabuk,2005-06-01,2019-08-22,Silver,1
CUST-001157,Bayan,Al-Hussein,Bayan Al-Hussein,F,bayan.alhussein6344@email.com,+966559494314,Makkah,Makkah,2001-07-02,2023-03-08,Silver,1
CUST-001158,Shaima,Al-Qahtani,Shaima Al-Qahtani,F,shaima.alqahtani4321@email.com,+966586566909,Diriyah,Riyadh,1999-06-11,2019-09-23,Silver,1
CUST-001159,Saad,Al-Malki,Saad Al-Malki,M,saad.almalki2619@email.com,+966582118635,Tabuk,Tabuk,2009-08-19,2021-03-27,Platinum,1
CUST-001160,Abdullah,Al-Baqmi,Abdullah Al-Baqmi,M,abdullah.albaqmi8750@email.com,+966587157766,Buraidah,Qassim,1974-10-07,2022-05-19,Gold,1
CUST-001161,Nawaf,Al-Habib,Nawaf Al-Habib,M,nawaf.alhabib8681@email.com,+966542676389,Riyadh,Riyadh,1991-03-11,2022-11-18,Platinum,1
CUST-001162,Reem,Al-Khalifa,Reem Al-Khalifa,F,reem.alkhalifa1012@email.com,+966544598788,Yanbu,Madinah,2000-11-19,2024-07-07,Bronze,1
CUST-001163,Hana,Al-Hussein,Hana Al-Hussein,F,hana.alhussein358@email.com,+966573067916,Tabuk,Tabuk,1999-01-16,2022-10-27,Silver,1
CUST-001164,Sultan,Al-Bassam,Sultan Al-Bassam,M,sultan.albassam79@email.com,+966505558849,Riyadh,Riyadh,1963-04-01,2021-08-12,Silver,1
CUST-001165,Faisal,Al-Juhani,Faisal Al-Juhani,M,faisal.aljuhani835@email.com,+966566240339,Makkah,Makkah,1963-08-15,2025-08-25,Gold,1
CUST-001166,Talal,Al-Suwailem,Talal Al-Suwailem,M,talal.alsuwailem2644@email.com,+966529444015,Sakaka,Al Jawf,1989-08-15,2023-12-26,Silver,1
CUST-001167,Bayan,Al-Mutairi,Bayan Al-Mutairi,F,bayan.almutairi4238@email.com,+966599144052,Dammam,Eastern,2011-08-26,2024-12-20,Bronze,1
CUST-001168,Turki,Al-Baqmi,Turki Al-Baqmi,M,turki.albaqmi7872@email.com,+966537896234,Arar,Northern Borders,1996-08-03,2024-11-27,Silver,1
CUST-001169,Nada,Al-Bishi,Nada Al-Bishi,F,nada.albishi9180@email.com,+966539125456,Khamis Mushait,Asir,1966-01-02,2023-01-27,Gold,1
CUST-001170,Talal,Al-Bassam,Talal Al-Bassam,M,talal.albassam5810@email.com,+966591925152,Jeddah,Makkah,1998-08-04,2024-12-26,Silver,1
CUST-001171,Badr,Al-Zahrani,Badr Al-Zahrani,M,badr.alzahrani6575@email.com,+966502792114,Al Baha,Al Baha,2002-08-28,2020-05-08,Gold,1
CUST-001172,Aisha,Al-Sheikh,Aisha Al-Sheikh,F,aisha.alsheikh6178@email.com,+966501784190,Hofuf,Eastern,1986-05-01,2020-02-07,Bronze,1
CUST-001173,Faten,Al-Mansour,Faten Al-Mansour,F,faten.almansour2420@email.com,+966571010029,Hofuf,Eastern,1999-04-12,2022-02-05,Silver,1
CUST-001174,Noura,Al-Khalifa,Noura Al-Khalifa,F,noura.alkhalifa5338@email.com,+966507885953,Madinah,Madinah,1986-07-10,2022-03-23,Silver,1
CUST-001175,Bander,Al-Anazi,Bander Al-Anazi,M,bander.alanazi8975@email.com,+966519171858,Hail,Hail,1996-07-13,2020-08-13,Bronze,1
CUST-001176,Aisha,Al-Dosari,Aisha Al-Dosari,F,aisha.aldosari5112@email.com,+966532205654,Hofuf,Eastern,1995-07-20,2024-11-08,Gold,1
CUST-001177,Mona,Al-Anazi,Mona Al-Anazi,F,mona.alanazi7906@email.com,+966526628142,Dammam,Eastern,1997-07-19,2022-01-27,Silver,1
CUST-001178,Sana,Al-Fahad,Sana Al-Fahad,F,sana.alfahad735@email.com,+966538312129,Jazan,Jazan,1961-12-03,2020-07-23,Bronze,1
CUST-001179,Aisha,Al-Saleh,Aisha Al-Saleh,F,aisha.alsaleh6437@email.com,+966514985564,Taif,Makkah,1983-02-02,2025-01-23,Gold,1
CUST-001180,Khalid,Al-Baqmi,Khalid Al-Baqmi,M,khalid.albaqmi909@email.com,+966567440403,Jeddah,Makkah,1999-05-22,2020-07-13,Silver,1
CUST-001181,Omar,Al-Shehri,Omar Al-Shehri,M,omar.alshehri2929@email.com,+966543630201,Jazan,Jazan,1970-03-21,2024-12-28,Silver,1
CUST-001182,Rana,Al-Zahrani,Rana Al-Zahrani,F,rana.alzahrani2731@email.com,+966588286948,Al Baha,Al Baha,1966-07-29,2020-08-18,Gold,1
CUST-001183,Samar,Al-Habib,Samar Al-Habib,F,samar.alhabib8509@email.com,+966506585660,Yanbu,Madinah,2000-08-24,2019-04-06,Bronze,1
CUST-001184,Shaima,Al-Mutawa,Shaima Al-Mutawa,F,shaima.almutawa9177@email.com,+966565976332,Buraidah,Qassim,1992-01-07,2022-06-27,Silver,1
CUST-001185,Noura,Al-Zahrani,Noura Al-Zahrani,F,noura.alzahrani7217@email.com,+966506834790,Riyadh,Riyadh,1992-10-12,2019-08-01,Silver,1
CUST-001186,Aisha,Al-Sabah,Aisha Al-Sabah,F,aisha.alsabah8073@email.com,+966545853544,Buraidah,Qassim,1968-04-22,2022-03-25,Bronze,1
CUST-001187,Ghada,Al-Shammari,Ghada Al-Shammari,F,ghada.alshammari6507@email.com,+966593524452,Buraidah,Qassim,1995-10-23,2021-04-11,Silver,1
CUST-001188,Hassan,Al-Khaldi,Hassan Al-Khaldi,M,hassan.alkhaldi5667@email.com,+966517143891,Jubail,Eastern,1967-11-03,2020-08-26,Platinum,1
